FishId,FishName,ScientificName,Category,Family,Rarity,MinLength_cm,MaxLength_cm,MinWeight_kg,MaxWeight_kg,HabitatLayer,ActiveTime,PreferredBait,FightPower,BasePrice_Gold,ExpReward,BaseMutationRate,Description
259,秋刀鱼,Cololabis saira,海水鱼,竹刀鱼科 Scomberesocidae,2,15.0,35.0,0.03,0.3,中上层,夜间,3;4;8;31,3,25,14,0.03,体细长银白如日本刀，吻尖下颌突出。北太平洋表层洄游，秋季脂肪含量最高时最为肥美。日本'秋之味觉'代表，炭火盐烤是秋天最经典的画面。
260,沙丁鱼,Sardina pilchardus,海水鱼,鲱科 Clupeidae,1,8.0,22.0,0.005,0.1,中上层,白天,3;4;24;25,1,8,5,0.01,体银白侧扁细小，集群如银云在海洋中翻涌流动。海洋食物链的基石，被几乎所有大型掠食者追逐。沙丁鱼群洄游是地球上最壮观的自然景象之一。
261,鳀鱼,Engraulis encrasicolus,海水鱼,鳀科 Engraulidae,1,6.0,16.0,0.003,0.03,中上层,白天,3;4;24,1,10,6,0.01,体极细长吻部向前突出超过下颌。地中海盐渍鳀鱼是披萨和意面的灵魂配料，也是恺撒沙拉的点睛之笔。集群活动，是金枪鱼和海豚最爱的食物。
262,鲱鱼,Clupea harengus,海水鱼,鲱科 Clupeidae,2,10.0,35.0,0.01,0.4,中上层,白天,3;4;8;11;12;24,2,15,10,0.02,北大西洋渔业之王，曾让荷兰组建专门舰队护航鲱鱼船队。体银蓝侧扁，集群规模可达数十亿尾，是大西洋生态与人类历史交织最深的鱼类。
263,北极鳕,Boreogadus saida,海水鱼,鳕科 Gadidae,3,8.0,30.0,0.005,0.2,中下层,全天,1;3;8;18;20;24,3,30,18,0.03,体银灰纺锤形，北极海域优势鱼种。北极生态系统基石物种，海豹、独角鲸和北极熊的主要食物来源。集群活动，以桡足类和小型甲壳动物为食。
264,毛鳞鱼,Mallotus villosus,海水鱼,胡瓜鱼科 Osmeridae,2,10.0,22.0,0.01,0.08,中上层,白天,3;4;8;11;24;25,2,15,10,0.02,体细长银灰半透明，北极最重要的小型饵料鱼。繁殖期雄鱼体侧有粗糙'毛'状鳞片。集群密度极大，如潮水般涌向海岸产卵，场面壮观。
265,格陵兰鲨,Somniosus microcephalus,软骨鱼,睡鲨科 Somniosidae,9,150.0,500.0,100.0,800.0,深层,全天,7;9;18;20;32;34;35,8,900,480,0.12,寿命可达400–500年，世界最长寿脊椎动物。体灰褐粗壮有暗色横带。肉含剧毒三甲胺氧化物，冰岛人将其发酵制成Hákarl。游速极慢如幽灵。
266,江鳕,Lota lota,淡水鱼,鳕科 Gadidae,5,25.0,80.0,0.3,5.0,底层,夜间,2;7;9;10;18;34,5,80,45,0.05,唯一纯淡水鳕鱼，体延长有虎纹状斑纹。冬季冰下最活跃，夏季蛰伏深水。肝大而肥美富含维生素，北欧传统美食。夜行底栖掠食者。
267,海鲂,Zeus faber,海水鱼,海鲂科 Zeidae,5,15.0,50.0,0.08,2.0,中层,全天,1;7;8;9;18;24,4,85,48,0.05,体极侧扁呈菱形，银灰带橄榄光泽。体侧有大型黑色圆斑，传说为圣彼得从鱼口中取金币时留下的指印。伏击小鱼和鱿鱼为食。
268,澳洲肺鱼,Neoceratodus forsteri,淡水鱼,澳洲肺鱼科 Ceratodontidae,8,40.0,150.0,1.5,30.0,底层,全天,1;2;7;10;23;27;28,6,450,240,0.09,活化石，已存在超过一亿年。鳔特化为肺可直接呼吸空气，离水仍能存活。澳洲本土最古老鱼类，受联邦法律严格保护，钓获必须立即放生。
269,墨累鳕,Maccullochella peelii,淡水鱼,真鲈科 Percichthyidae,7,30.0,100.0,1.0,20.0,底层,夜间,2;7;9;16;17;34,7,280,150,0.07,澳洲最大纯淡水鱼，体墨绿带不规则暗色斑纹。极度长寿，有记录活过50年。伏击型顶级掠食者，中钩后爆发力惊人，是澳洲游钓的国宝级目标。
270,澳洲鲈,Macquaria ambigua,淡水鱼,真鲈科 Percichthyidae,5,20.0,60.0,0.2,3.5,中层,白天,1;4;9;11;13;16;23,5,70,38,0.05,体侧扁金黄至青铜色，墨累–达令流域最重要的游钓鱼种。俗称金鲈。适应力强从清澈溪流到浑浊河流皆能生存，是澳洲内陆钓友最熟悉的伙伴。
271,澳洲金鲈,Bidyanus bidyanus,淡水鱼,真鲈科 Percichthyidae,4,15.0,45.0,0.08,2.0,中层,白天,1;4;23;24;26;28,4,55,30,0.04,体卵圆侧扁银灰，澳洲内陆河流标志性鱼种。集群活动以水生昆虫和小鱼为主食。肉质鲜美是重要食用鱼，也是内陆休闲渔业的经济支柱。
272,长鳍鳗,Anguilla reinhardtii,淡水鱼,鳗鲡科 Anguillidae,4,20.0,80.0,0.15,3.0,底层,夜间,1;2;3;7;9;10,5,70,38,0.04,澳洲和新西兰特有长鳍鳗，背鳍极长始于头部后方。寿命可达60年。降海洄游至数千公里外的深海产卵，一生只繁殖一次。夜行性，滑溜难抓。
273,短鳍鳗,Anguilla australis,淡水鱼,鳗鲡科 Anguillidae,3,15.0,60.0,0.08,1.5,底层,夜间,1;2;3;7;10,4,40,22,0.03,比长鳍鳗体型略小，背鳍起始位置更靠后。澳洲和新西兰广泛分布，传统毛利人重要食物来源。同样降海产卵，幼鳗需数年漂回淡水。
274,澳洲魟,Dasyatis brevicaudata,软骨鱼,魟科 Dasyatidae,5,30.0,120.0,2.0,40.0,底层,夜间,1;7;8;9;18;34,6,130,70,0.06,南半球最大魟鱼，体盘宽大近菱形灰褐色。尾部粗壮具锯齿状毒刺，被刺可致命。港湾和河口常见，常埋于沙中仅露双眼和喷水孔。
275,新西兰笛鲷,Pagrus auratus,海水鱼,鲷科 Sparidae,5,15.0,55.0,0.1,3.0,中下层,白天,1;8;18;20;23;24,5,85,45,0.05,又名澳洲鲷，体银粉带蓝色斑点。澳洲和新西兰最常见近海鲷科鱼种。重要商业和游钓鱼，全年可钓。肉质白嫩，是炸鱼薯条的经典原料。
276,白鲟,Acipenser transmontanus,淡水鱼,鲟科 Acipenseridae,8,60.0,250.0,5.0,200.0,底层,全天,2;7;10;26;27;34,9,550,290,0.1,北美最大淡水鱼之一，体灰绿至橄榄色，吻短宽。哥伦比亚河和弗雷泽河巨型白鲟，寿命可超100年。无鳞无牙用吻部感应猎物，底栖滤食兼肉食。
277,小体鲟,Acipenser ruthenus,淡水鱼,鲟科 Acipenseridae,5,20.0,65.0,0.1,2.0,底层,全天,2;10;26;27;28,5,100,55,0.06,最小的鲟鱼品种，体灰褐细长，吻尖锐。终生淡水定居不洄游入海。鱼子酱品质极佳，被誉为'黄金小鲟子酱'。俄罗斯和东欧广泛养殖。
278,欧洲鳇,Huso huso,洄游鱼,鲟科 Acipenseridae,9,100.0,500.0,20.0,1000.0,底层,全天,2;7;9;10;34;35,10,1800,950,0.15,世界最大淡水鱼有力竞争者，最大记录超1500公斤。里海和黑海洄游巨兽。雌鱼卵制成Beluga鱼子酱，每公斤售价数万欧元，被称为黑色黄金。
279,湄公河巨鳐,Himantura chaophraya,软骨鱼,魟科 Dasyatidae,9,50.0,200.0,10.0,300.0,底层,全天,7;9;18;20;34;35,9,850,460,0.12,已知最大淡水软骨鱼。体盘极宽灰褐，尾部如鞭具毒刺。湄公河流域极度濒危，筑坝和过度捕捞导致种群崩溃。钓获如此巨物是淡水钓的终极传奇。
280,恒河鲨,Glyphis gangeticus,软骨鱼,真鲨科 Carcharhinidae,9,60.0,200.0,15.0,120.0,中下层,夜间,9;12;15;20;32;34;35,9,750,400,0.12,极少数完全适应淡水的真鲨之一。眼小体灰，牙齿锋利呈三角形。恒河–雅鲁藏布江流域特有。极度濒危，数十年未有可靠活体记录，几近灭绝。
281,牛鲨,Carcharhinus leucas,软骨鱼,真鲨科 Carcharhinidae,8,70.0,300.0,20.0,200.0,全层,全天,9;12;15;20;32;34;35,9,650,350,0.1,能完全适应淡水，可深入内陆河流数千公里。体粗壮灰褐，攻击性极强，多数近岸鲨鱼袭击事件的真凶。密西西比河和亚马孙河均有记录。
282,地中海石斑,Epinephelus marginatus,海水鱼,鮨科 Serranidae,6,25.0,120.0,0.5,30.0,底层,晨昏,8;9;18;20;34,7,240,125,0.07,地中海最大石斑鱼，体褐至橄榄色带不规则黄色斑块。能活50年，雌性先熟后转为雄性。岩礁区的顶级伏击掠食者，地中海潜水员的偶像。
283,飞鱼,Exocoetus volitans,海水鱼,飞鱼科 Exocoetidae,3,10.0,28.0,0.01,0.2,表层,白天,4;5;8;11;14;25,3,35,20,0.03,胸鳍极度宽大张开如翅膀，能跃出水面滑翔百米以上。尾鳍下叶长于上叶，在水面急速摆动获得起飞推力。逃离金枪鱼和鲯鳅追捕的绝技。
284,月鱼,Lampris guttatus,海水鱼,月鱼科 Lampridae,7,40.0,160.0,2.0,60.0,中上层,白天,8;9;11;12;13;20,6,320,170,0.08,体圆如巨大银盘，散布白色斑点，鳍鲜红如火焰。世界唯一已知全身恒温鱼类，核心体温比环境水温高5°C。深海中层巡游的温血奇迹。
285,翻车鱼,Mola mola,海水鱼,翻车鱼科 Molidae,7,50.0,250.0,10.0,1500.0,表层,白天,8;11;23;25;29;35,5,450,240,0.09,世界最重硬骨鱼，体如被砍掉后半截呈圆盘状。常翻躺在海面'晒太阳'，让海鸟啄食体表寄生虫。一次可产3亿枚卵，幼鱼仅2毫米如刺猬。
286,海马,Hippocampus kuda,海水鱼,海龙科 Syngnathidae,4,5.0,28.0,0.001,0.05,中层,白天,1;3;8;24;28,1,65,32,0.06,唯一真正直立游泳的鱼类，头如马首，尾巴可卷附海草固定。雄鱼腹部有育儿袋，由雄鱼'怀孕'分娩。全球濒危，受CITES附录II保护。
287,波士顿龙虾,Homarus americanus,甲壳类,海螯虾科 Nephropidae,6,10.0,50.0,0.1,2.5,底层,夜间,1;7;8;18;20;24,3,200,100,0.06,螯足一大一小不对称，北美大西洋沿岸顶级海鲜。寿命可达百年，夜行性底栖，栖息于岩礁缝隙中，以鱼蟹贝类和蠕虫为食。
288,帝王蟹,Paralithodes camtschaticus,甲壳类,石蟹科 Lithodidae,7,20.0,60.0,0.5,5.0,底层,全天,1;7;8;18;20;34,4,350,180,0.08,虽名为蟹实为寄居蟹近亲。阿拉斯加冰冷海底的'红金'，螯足粗壮肉质饱满，仅三对步足，是蟹中当之无愧的帝王。
289,雪蟹,Chionoecetes opilio,甲壳类,突眼蟹科 Oregoniidae,5,8.0,20.0,0.1,1.0,底层,全天,1;7;8;18;20;24,2,120,60,0.05,北太平洋和西北大西洋冷水底层栖息。蟹腿细长如银钩，肉质甜嫩似凝脂，清蒸最能体现其天然鲜甜风味。
290,面包蟹,Cancer pagurus,甲壳类,黄道蟹科 Cancridae,4,10.0,25.0,0.2,2.5,底层,夜间,1;7;8;18;24,2,80,40,0.04,背甲宽厚隆起如面包，欧洲最常见食用蟹。双螯粗壮有力，蟹膏金黄丰腴，秋冬季节最为肥美，英法海鲜市场的主角。
291,青蟹,Scylla serrata,甲壳类,梭子蟹科 Portunidae,5,8.0,25.0,0.1,2.0,底层,夜间,1;7;8;18;20;34,3,150,75,0.05,体墨绿色螯足巨大厚实，红树林和河口常见。性情凶猛攻击性强，双螯可轻松夹碎贝壳，亚洲最名贵食用蟹之一。
292,虎虾,Penaeus monodon,甲壳类,对虾科 Penaeidae,3,8.0,30.0,0.01,0.3,底层,夜间,1;3;6;8;24,1,30,15,0.03,体被黑色虎纹状条纹，世界最大养殖虾种。野生个体体长可超30cm，肉质更紧实鲜甜，夜晚活跃于沙泥底质觅食。
293,斑节虾,Marsupenaeus japonicus,甲壳类,对虾科 Penaeidae,4,8.0,22.0,0.01,0.15,底层,夜间,1;3;8;24,1,45,22,0.04,体有蓝褐相间美丽条纹，活体色彩极美如艺术品。日本料理中高级刺身虾，肉质晶莹弹牙，生食最能品其清甜。
294,罗氏沼虾,Macrobrachium rosenbergii,甲壳类,长臂虾科 Palaemonidae,3,10.0,30.0,0.02,0.3,中下层,夜间,1;3;6;8;23;24;27,1,35,18,0.03,淡水长臂巨虾，雄虾螯足极长呈醒目蓝色。世界最大淡水虾，夜行性喜栖水草丛生处，东南亚重要的淡水养殖品种。
295,小龙虾,Procambarus clarkii,甲壳类,蝲蛄科 Cambaridae,1,5.0,12.0,0.01,0.06,底层,夜间,1;2;3;6;23;24;27;28,1,10,5,0.01,原产北美，已扩散为全球入侵物种。红彤彤一盆麻辣小龙虾是夏天的灵魂，夜行底栖杂食，几乎什么都吃。
296,琵琶虾,Scyllarides latus,甲壳类,蝉虾科 Scyllaridae,5,10.0,35.0,0.1,1.0,底层,夜间,1;7;8;18;20;24,2,130,65,0.05,体扁平如拖鞋无大螯，触角宽大如铲。肉质洁白细嫩堪比龙虾，日间藏身岩礁缝隙中，夜间外出觅食贝类。
297,鼓虾,Alpheus bellulus,甲壳类,鼓虾科 Alpheidae,3,2.0,6.0,0.001,0.01,底层,全天,1;3;6;24,1,20,10,0.03,一只巨螯大如手枪，闭合时产生冲击波击晕猎物。瞬间气泡坍缩温度可达5000℃，名副其实的海洋枪手，常与虾虎鱼共生。
298,螳螂虾,Odontodactylus scyllarus,甲壳类,齿虾蛄科 Odontodactylidae,5,8.0,20.0,0.02,0.15,底层,白天,1;7;8;18;20;34,3,100,50,0.05,七彩斑斓的海洋拳击手。出拳速度子弹级可击碎玻璃，眼睛有16种视锥细胞感知紫外和偏振光，视觉系统远超人类。
299,拟乌贼,Sepioteuthis lessoniana,软体类,枪乌贼科 Loliginidae,4,10.0,35.0,0.05,0.8,中层,夜间,8;9;11;13;18;20,4,65,35,0.04,俗称'软丝'，体肥厚肉质甜美。珊瑚礁区重要渔业目标，夜行趋光性强，灯光诱捕效率极高，是鱿鱼钓的主要对象之一。
300,火焰乌贼,Metasepia pfefferi,软体类,乌贼科 Sepiidae,5,3.0,8.0,0.005,0.03,底层,白天,8;18;24,3,120,60,0.06,体色明黄与暗红交替变幻如火。以腕足在海底'行走'而非游泳，体内含有剧毒（与河豚同级别），只可远观不可触碰。
301,蓝环章鱼,Hapalochlaena maculosa,软体类,章鱼科 Octopodidae,7,5.0,15.0,0.01,0.08,底层,夜间,7;8;9;18;20;34,4,280,145,0.08,体小如掌但携带致命河豚毒素。受威胁时蓝环闪亮如霓虹灯，是海洋中最危险的警告信号，目前尚无抗毒血清。
302,船蛸,Argonauta argo,软体类,船蛸科 Argonautidae,6,5.0,20.0,0.01,0.3,表层,白天,8;9;11;13;14,3,200,100,0.07,雌性分泌薄壳如纸船，以腕足膜为帆漂流大洋。雄性极小仅几毫米。表层浮游生活，是海洋中最浪漫的微型帆船。
303,鹦鹉螺,Nautilus pompilius,软体类,鹦鹉螺科 Nautilidae,8,8.0,20.0,0.03,0.3,深层,夜间,8;9;18;20;34;35,2,450,230,0.1,五亿年不变设计的活化石。螺旋壳内以气室调节浮力自由升降，夜间从深海上升觅食白天潜回，是大自然的精密工程杰作。
304,海龟,Chelonia mydas,爬行类,海龟科 Cheloniidae,8,40.0,120.0,30.0,200.0,中上层,白天,4;8;23;26;27;29;35,7,350,200,0.08,绿海龟，海洋中的古老旅者。穿越整个大洋回到出生地沙滩产卵，迁徙路线刻在基因中，海龟保护是全球共同的使命。
305,海蛇,Hydrophis platurus,爬行类,眼镜蛇科 Elapidae,7,40.0,100.0,0.1,0.8,表层,白天,7;8;9;13;14;34,6,250,130,0.07,黄腹海蛇，随洋流漂流整个太平洋。毒性极强但性情温顺不主动攻击人类，表层漂浮觅食小型鱼类，尾部扁平善游泳。
306,海星,Asterias rubens,棘皮类,海盘车科 Asteriidae,2,5.0,30.0,0.01,0.3,底层,全天,1;3;6;18;24,1,15,8,0.02,五腕辐射对称，再生能力惊人。翻出胃袋包裹消化猎物，名副其实的海洋清道夫，默默维持着海底生态系统的平衡。
307,海胆,Tripneustes gratilla,棘皮类,毒棘海胆科 Toxopneustidae,3,4.0,12.0,0.02,0.3,底层,白天,1;8;18;24,1,40,20,0.03,刺长而密如马鬃，生殖腺金黄似凝脂。日料中的'雲丹'被誉为海洋的黄油，是寿司和刺身旁的甜品级顶级食材。
308,水母,Rhopilema esculentum,软体类,根口水母科 Rhizostomatidae,3,10.0,50.0,0.1,2.0,中上层,白天,8;23;26;29,1,25,12,0.03,可食用海蜇，透明如流动果冻随波漂荡。加工后成亚洲凉拌海蜇皮，夏日的爽脆清凉小菜，是海洋中的浮云精灵。
